Tanggal,Media,Topik
28-Mar-24,Lapor Sleman,Atap Sekolah Rusak Karena Hujan
28-Mar-24,Instagram,Pembayaran THR tidak full oleh perusahaan
29-Mar-24,Lapor Sleman,Bau Tai Babi Mejing Wetan Ambarketawang
29-Mar-24,Website,Pembakaran sampah
29-Mar-24,Instagram,APILL mati
30-Mar-24,Website,Jalan berlubang
31-Mar-24,Website,asap rokok
31-Mar-24,Instagram,Pelayanan PDAM
1-Apr-24,Website,Free Wifi padukuhan
1-Apr-24,Instagram,Anak penjual sempol
2-Apr-24,Website,Jalan berlubang
2-Apr-24,Lapor Sleman,Sampah
3-Apr-24,Instagram,CCTV eror
3-Apr-24,Lapor Sleman,Jalan Berlubang Karna Saluran Air
3-Apr-24,Lapor Sleman,Parkir Bebayar Di Indomaret
4-Apr-24,Lapor Sleman,Sampah Di Jalan Layang
4-Apr-24,Website,Netralitas ASN
4-Apr-24,Lapor Sleman,Pengelolaan Embung Sendang Tirto
5-Apr-24,Website,Resto belum berizin
5-Apr-24,Website,Free Wifi Sleman
5-Apr-24,Lapor.go.id,"Jalan Berlubang/Rusak di jl. Gandhok Tambakan - jl. Sidomukti Tiyosan Condongcatur Depok,Sleman"
6-Apr-24,Website,Permohonan kartu indonesia pintar
8-Apr-24,Website,Jalan rusak
8-Apr-24,Instagram,Reklame berbahaya
10-Apr-24,Instagram,Permohonan ganti rugi karena jalamn berlubang
11-Apr-24,Lapor Sleman,"Jalan Berlubang Mengakibatkan Korban Pengendara Di Jakal Km 12,5 Candi"
14-Apr-24,Website,Gangguan kenyamanan
14-Apr-24,Website,Bau limbahd ari pabrik bakpia
15-Apr-24,Instagram,Permohonan pembongkaran baliho
15-Apr-24,Instagram,Permohonan pembongkaran baliho
16-Apr-24,Website,BPJS PBI
16-Apr-24,Lapor Sleman,"PDAM (Air PAM Mati) Alamat Dukuh Rt.05 Tridadi An Mujiharjo, Dan Lingkungan"
16-Apr-24,Lapor Sleman,Dampak Tower
16-Apr-24,Lapor Sleman,Polusi Suara Bising Dan Limbah Bau Busuk
17-Apr-24,Instagram,Penipuan rental mobil
17-Apr-24,Twitter,Skate park denggung buat pedagang pasar malam
18-Apr-24,Lapor Sleman,Gangguan Bau Dari Peternakan Ayam Tak Berizin
18-Apr-24,Instagram,Drainase jalan kaliurang
18-Apr-24,Website,Drainase/gorong Gorong
18-Apr-24,Website,Program Pengaspalan Jalan Desa Yang Tak Kunjung Terlaksana
18-Apr-24,Website,Selokan Mampet Dan Kurang Besar
18-Apr-24,Twitter,LPJU jalan palagan
19-Apr-24,Website,Alih Fungsi Saluran Irigasi
19-Apr-24,Twitter,Jalan kaliurang berlubang
19-Apr-24,Twitter,Jalan kaliurang berlubang
19-Apr-24,Instagram,Aliran PDAM
19-Apr-24,Lapor Sleman,Selikan Mataram Membludak
19-Apr-24,Website,Pembakaran sampah
19-Apr-24,Twitter,Jalan Kaliurang KM 12 Rusak
20-Apr-24,Website,Polusi suara
20-Apr-24,Lapor Sleman,Penutupan Usaha Yg Masih Beroprasi
20-Apr-24,Instagram,Infomasi CPNS dan PPPK
20-Apr-24,Instagram,LPJU Jalan Wates
21-Apr-24,Lapor Sleman,Pendirikan Penampungan Limbah Sampah Dihalaman Rumah Yg Lingkungan Padat Pe
21-Apr-24,Instagram,Pembangunan Tempat Pembuangan Sampah di tengah pemukiman
21-Apr-24,Instagram,APILL simpang empat kamdanen mati
21-Apr-24,Instagram,Polusi udara dari kandang ayam
21-Apr-24,Instagram,Penjual miras
22-Apr-24,Instagram,Jalan magelang berlubang
22-Apr-24,Twitter,Jalan inspeksi selokan mataram
22-Apr-24,Website,Pengelolan lapangan sepak bola
22-Apr-24,Twitter,Jalan Magelang Berlubang
23-Apr-24,Website,Prosedur Pengusulan KKM KKRM Untuk Pembuatan BPJS-PBI
23-Apr-24,Website,Penolakan pembukaan toko miras
23-Apr-24,Twitter,Jalan Godean Rusak
24-Apr-24,Twitter,APILL kronggahan
25-Apr-24,Lapor Sleman,Toko Miras Tdk Berizin Sudah Disegel Nekat Buka
25-Apr-24,Lapor Sleman,Bau Kandang Sapi Mengganggu Kenyamanan Warga
25-Apr-24,Instagram,Irigasi di pinggir jalan palagan
25-Apr-24,Instagram,Aplikasi SDS
26-Apr-24,Website,Penjual miras
26-Apr-24,Lapor Sleman,Sampah Sekitar Pasar Sleman
27-Apr-24,Instagram,Jalan berlubang
27-Apr-24,Instagram,Kandang ayam dekat pemukiman
27-Apr-24,Website,Polusi suara
28-Apr-24,Website,Polusi suara
28-Apr-24,Instagram,Lampu skate park lapangan Denggung
28-Apr-24,Instagram,Lampu skate park lapangan Denggung
28-Apr-24,Twitter,Sampah di lapangan denggung
28-Apr-24,Lapor Sleman,Pengaspalan Jalan Umum Menutup Drainase Sehingga Menyebabkan Banjir
28-Apr-24,Lapor Sleman,Kerusakan Jalan Utama Desa Dari Bandhara Adisucipto - Tugu Krikilan
28-Apr-24,Lapor Sleman,Perapihan Pohon Perindang
28-Apr-24,Instagram,Gangguan kenyamanan
29-Apr-24,Lapor Sleman,Pembakaran Sampah
29-Apr-24,Lapor Sleman,Convex Miror (spion Jalan ) Cermin Cembung Jalan Pecah Membahayakan Lalulin
30-Apr-24,Lapor Sleman,Drainase Lingkungan Ditutup Aspal Jalan
30-Apr-24,Lapor Sleman,Kebisingan
30-Apr-24,Lapor Sleman,Kecelakaan Di Depan Puskeswan Sleman
30-Apr-24,Website,Petugas tera Disperindag
30-Apr-24,Website,Cetak ulang KTP
1-May-24,Instagram,Tarif parkir Sleman
1-May-24,Instagram,Informasi magang
1-May-24,Instagram,2 minggu sampah tidak diambil
2-May-24,Instagram,Jalan rusak
2-May-24,Lapor Sleman,Kebisingan
3-May-24,Lapor Sleman,Program Pengaspalan Jalan Desa Yang Tak Kunjung Terlaksana
3-May-24,Lapor.go.id,Pengaduan petugas inseminator
3-May-24,Lapor.go.id,"Laporan Kerusakan Jalan Jl. Ringin Raya, Sribit, Sendangtirto, Kec. Berbah"
3-May-24,Lapor.go.id,"Laporan Kerusakan Jalan di Karangsari, Jetak, Sendangtirto, Berbah, Sleman"
3-May-24,Lapor Sleman,"Punya Mobil, Gak Punya Otak"
3-May-24,Instagram,Sampah pedagang depan stadionmaguwoharjo
3-May-24,Instagram,APILL simpang empat tajem mati
3-May-24,Instagram,Informasi PPD
4-May-24,Instagram,Permohonan fogging
4-May-24,Lapor Sleman,Polusi Suara
5-May-24,Lapor Sleman,Kabel Internet
6-May-24,Lapor Sleman,Pelayanan Puskesmas Mlati 2
7-May-24,Twitter,Pembuangan sampah di lahan bawah merapi
7-May-24,Lapor Sleman,Bantuan Sosial
8-May-24,Instagram,Aspal jalan pertanian mengelupas lagi
8-May-24,Instagram,Jalan berlubang
9-May-24,Lapor Sleman,Pembangunan Tempat Limbah Sampah Diarea Padat Penduduk
9-May-24,Lapor Sleman,Penimbunan Dan Pembakaran Sampah Besar Besaran
9-May-24,Twitter,Sampah di pasar gamping
10-May-24,Instagram,Pembuangan sampah
10-May-24,Instagram,Pembuangan sampah di lahan bawah merapi
10-May-24,Instagram,Informasi lowongan kerja
10-May-24,Lapor Sleman,Kebisingan
10-May-24,Instagram,Informasi bantuan modal usaha
10-May-24,Instagram,Polusi udara akibat pengoilahan sampah di parakan wetan minggir
11-May-24,Lapor Sleman,Lampu PJU Di Jalan Paingan Padam
11-May-24,Instagram,Pembuangan sampah
11-May-24,Instagram,jalan rusak
12-May-24,Instagram,Pembuangan sampah
12-May-24,Instagram,Pembuangan sampah
13-May-24,Lapor.go.id,Gangguan kenyamanan bermasyarakat
13-May-24,Instagram,LPJU Jalan nasional
13-May-24,Lapor Sleman,Pengajuan Keberatan Pengadaan Kegiatan Live Music
13-May-24,Lapor Sleman,Tagihan PDAM Tidak Sesuai Dengan Bukti Foto
13-May-24,Lapor Sleman,Lampu Kota Sleman
14-May-24,Instagram,Pembuangan sampah
14-May-24,Datang Langsung,Jalan Rusak dan Kerikil Lepas
14-May-24,SMS Hotline,Bahu jalan kaliurang berlubang
14-May-24,Instagram,Pembuangan sampah
14-May-24,Instagram,Pembuangan sampah
14-May-24,Lapor Sleman,Parkir samsat sleman
15-May-24,Instagram,LPJU mati
15-May-24,Lapor Sleman,Lampu Penerangan Jalan Umum Mati
15-May-24,Lapor.go.id,Jalan Rusak Dan Berlubang Besar
15-May-24,Instagram,Pembuangan sampah dari UNY
16-May-24,Instagram,Penjual miras
16-May-24,Lapor Sleman,TPA Ilegal Pembakaran Sampah
16-May-24,Lapor Sleman,Bau Sampah
16-May-24,Facebook Pemkab Sleman,Informasi pejuang ekonomi muda Sleman
16-May-24,Twitter,Permohonan karangan bungan oleh BKAD
17-May-24,Lapor Sleman,Pembakaran Sampah Di Lingkungan Perumahan
17-May-24,Lapor Sleman,Penjual miras
18-May-24,Instagram,Speed Bumper depan RS PKU gamping
18-May-24,Instagram,Speed Bumper depan RS PKU gamping
18-May-24,Instagram,Pengambilan sampah
18-May-24,Instagram,Informasi CPNS
18-May-24,Instagram,Jalan rusak
18-May-24,Instagram,Juknis PPDB
20-May-24,Instagram,Jalan rusak
20-May-24,Lapor.go.id,Pendirian Usaha Sewa dan Reparasi Alat Berat di pemukima padat penduduk
20-May-24,Lapor.go.id,Jalan rusak
20-May-24,Lapor Sleman,Jam Kerja Kapanewon Godean
20-May-24,Lapor Sleman,Pajak Kendaraan Tak Kunjung Turun
20-May-24,Lapor Sleman,TPA
20-May-24,Lapor Sleman,Pembangunan TPA
20-May-24,Lapor Sleman,Pembuangan Sampah
20-May-24,Instagram,Layanan ambulance
20-May-24,Twitter,Kabel FO melengkung ke bawah
20-May-24,Instagram,Jalan berlubang
21-May-24,Twitter,Konstruksi reklame
21-May-24,Lapor Sleman,Tempat Pembuangan Sampah Liar
21-May-24,Lapor Sleman,Sampah Kota Di Buang Ke Desa
22-May-24,Lapor Sleman,Sampah Candibinangun
22-May-24,Instagram,Prosedur pengeringan tanah
22-May-24,Lapor Sleman,Polusi Udara Setiap Hari Asap Beraroma Sampah
23-May-24,Lapor Sleman,Dusun Pager Jurang Jadi TPA
26-May-24,Lapor Sleman,Parkir Kendaraan Dan Bus Tumpah Ke Jl. Solo Dan Membuat Kemacetan Parah
26-May-24,Lapor Sleman,Lampu PJU Mati
27-May-24,Lapor Sleman,Lampu Penerangan Jalan Umum Mati
27-May-24,Lapor Sleman,Gangguan kenyamanan polusi suara
27-May-24,Lapor Sleman,Gangguan kenyamanan polusi udara
27-May-24,Twitter,LPJU mati
28-May-24,Lapor Sleman,Untuk Minta Tanda Tangan Pak Lurah Sulit
28-May-24,Instagram,Kualitas udara di Sleman
28-May-24,Instagram,Gangguan kenyamanan dari penggilingan pasir
29-May-24,Lapor Sleman,Tetangga Bakar Sampah Sembarangan
29-May-24,Website,Pembakaran Sampah Di Lingkungan
29-May-24,Lapor Sleman,Biaya Admin Tanah Kas Desa
29-May-24,Lapor Sleman,Aduan Terkait Pembangunan Pondokan 20 Kamar Tanpa IMB
30-May-24,Twitter,Kabel FO melengkung ke bawah
30-May-24,Instagram,Area taman denggun
31-May-24,Lapor.go.id,Pajak Bumi dan Bangunan
31-May-24,Lapor.go.id,Pembakaran Sampah di Mulungan Wetan Sleman
31-May-24,Lapor Sleman,Penyalahgunaan Fungsi Trotoar Dan Jalan Umum
31-May-24,Twitter,Pembakaran sampah
1-Jun-24,Lapor Sleman,Lampu Penerangan Jalan Mati
1-Jun-24,Twitter,Pembakaran sampah
1-Jun-24,Twitter,Fasilitas tama denggung untuk dewasa
1-Jun-24,Instagram,Informasi penggunaan lapangan tenis sleman
1-Jun-24,Instagram,Informasi magang
2-Jun-24,Lapor Sleman,Penambahan Pilihan Tambah Anggota Keluarga Dan Pisah KK Di Websitenya Dukcapil Sleman
2-Jun-24,Instagram,Jalan masih berbatu belum di aspal
2-Jun-24,Twitter,Sampah dilapangan Denggung
3-Jun-24,Lapor Sleman,Lampu PJU Dan Kedip Mati
3-Jun-24,Instagram,Informasi pemutihan pajak kendaraan bermotor
3-Jun-24,Instagram,"Pajak bantuan dari desa PPh 12,5%"
3-Jun-24,Lapor Sleman,WIFI GRATIS PADUKUHAN BLOTAN
3-Jun-24,Twitter,Parkir taman denggung
3-Jun-24,Twitter,Parkir taman denggung
4-Jun-24,Instagram,Tunjangan guru
4-Jun-24,Instagram,KTP Hilang
4-Jun-24,Instagram,LPJU mati
4-Jun-24,Instagram,Juru parkir meminta paksa customer
4-Jun-24,Lapor Sleman,Ada Nya Depo Dan Pembakaran Sampah Di Lingkungan Padat Penduduk
4-Jun-24,Lapor Sleman,PENAMPUNGAN SAMPAH DAN PEMBAKARAN SAMPAH ILEGAL DI PEMUKIMAN TEMPAT TINGGAL
4-Jun-24,Lapor Sleman,Pembakaran Sampah Di Lingkungan Padat Penduduk
4-Jun-24,Lapor Sleman,Pencemaran Lingkungan Udara
5-Jun-24,Twitter,Sampah di jalan gejayan
5-Jun-24,Lapor Sleman,Kabel Fiber Optic Berseliweran
5-Jun-24,Lapor Sleman,Toko Miras
5-Jun-24,Instagram,Free wifi sleman
5-Jun-24,Instagram,Tumpukan sampah
6-Jun-24,Lapor Sleman,Pembuangan Limbah Sembarangan
6-Jun-24,Instagram,Penutup drainse ambrol
6-Jun-24,Instagram,Informasi magang
6-Jun-24,Lapor Sleman,Penerangan Jalan Putar Balik Jalan Magelang Km 11
7-Jun-24,Twitter,Tukang parkir tidak ramah
7-Jun-24,Instagram,Skate park untuk berdagang
7-Jun-24,Lapor Sleman,Kos Bebas
7-Jun-24,Lapor Sleman,Live Music Menggangu Angkringan Kontainer
8-Jun-24,Lapor Sleman,Jalan Berlubang Banyak Korban
9-Jun-24,Lapor Sleman,Bahu Jalan Tanaman Sudah Tinggi2
9-Jun-24,Instagram,Pengolahan sampah yang mengganggu lingkungan
9-Jun-24,Instagram,Permohonan informasi CCTV
10-Jun-24,Instagram,kabel FO membahayakan
11-Jun-24,Instagram,Jalan berlubang
11-Jun-24,SMS Hotline,Permohonan perbaikan LPJU
11-Jun-24,Twitter,Pekerjaan jalan kaliurang
11-Jun-24,Lapor Sleman,KOST BELUM MENUNJUKAN IZIN MENDIRIKAN BANGUNAN KE PERANGKAT
11-Jun-24,Lapor Sleman,Kesulitan Meminta Rujukan
12-Jun-24,Lapor Sleman,Lampu Apil Mati
12-Jun-24,Lapor Sleman,TPS Di Area Padat Penduduk
12-Jun-24,Lapor.go.id,Pembakaran Sampah Di Mulungan Wetan
12-Jun-24,Lapor.go.id,Toilet Pria Terminal Jombor Rusak
13-Jun-24,Lapor Sleman,Anak Punk
13-Jun-24,Lapor Sleman,Jalan Rusak
13-Jun-24,Instagram,Penyewaan lapangan tenis sleman
13-Jun-24,Lapor.go.id,Wifi gratis
13-Jun-24,Instagram,LPJU mati
14-Jun-24,Lapor Sleman,Jalan Sumber - Kwayuhan Rawan Kecelakaan
14-Jun-24,Lapor Sleman,Pohon Dan Baliho Menutupi Lampu Bangjo
14-Jun-24,Instagram,PJU mati
14-Jun-24,Instagram,Truk utrug TOL kurang safety untuk pengendara lain
14-Jun-24,Instagram,Jalan berlubang
14-Jun-24,Instagram,Jalan rtidak rata
15-Jun-24,Instagram,Informasi sewa lapangan tenis
15-Jun-24,Lapor.go.id,Bakar Sampah Di Lingkungan Rumah
16-Jun-24,Lapor.go.id,Permohonan Bantuan Sosial Untuk Saudara Kami
18-Jun-24,Website,Perbaikan selokan mataram
18-Jun-24,Website,Gangguan kenyamanan
19-Jun-24,Lapor.go.id,PENGADUAN LAYANAN JPS BANTUAN PENDIDIKAN
19-Jun-24,Instagram,LPJU mati
19-Jun-24,Lapor Sleman,Jalan Berlubang
20-Jun-24,Lapor Sleman,Talut Rusak
20-Jun-24,Lapor Sleman,"Iuran Warga Baru 3,5jt"
20-Jun-24,Lapor Sleman,Membuat Sampah Sembarangan 1 Mobil
21-Jun-24,Lapor Sleman,Lapak UMKM Di Jogging Track Denggung
21-Jun-24,Lapor.go.id,Gangguan ketertiban umum
21-Jun-24,Twitter,Gangguan ketertiban umum
21-Jun-24,Website,Jalan rusak banyak tambalan
22-Jun-24,Lapor Sleman,Jalan Berlubang
23-Jun-24,Instagram,Informasi PPDB
23-Jun-24,Twitter,Gangguan ketertiban umum
23-Jun-24,Twitter,Jalan kurang LPJU
24-Jun-24,Lapor Sleman,Aturan Penempatan Meteran PDAM
24-Jun-24,Lapor Sleman,PPDBSD 2024
24-Jun-24,Twitter,Pembuangan limbah supermarket superindo
24-Jun-24,Instagram,Informasi PPDB
24-Jun-24,Instagram,LPJU mati
24-Jun-24,Website,Pembakaran sampah
25-Jun-24,Lapor.go.id,Bantuan Sosial
25-Jun-24,Lapor.go.id,Bansos
26-Jun-24,Instagram,Gangguan kenyamanan dari usaha pembuatan batako tidak berizin
26-Jun-24,Instagram,Taman denggung
26-Jun-24,Lapor Sleman,Lampu PJU Mati
27-Jun-24,Instagram,Joglo parasamya
27-Jun-24,Lapor.go.id,Pengaduan ODGJ yg meresahkan warga
27-Jun-24,Lapor Sleman,Jalan Godean
27-Jun-24,Lapor Sleman,KK Hilang
27-Jun-24,Lapor Sleman,Gas Lpg Langka
28-Jun-24,Lapor Sleman,TEMPAT PEMBUANGAN DAN SAMPAH LIAR
28-Jun-24,Lapor Sleman,TPS ILEGAL DAN DIBIARKAN BEROPERASI TERUS TANPA DITINDAK SERIUS!!!
28-Jun-24,Lapor Sleman,Gangguan kenyamanan
28-Jun-24,Website,Manfaat kartu miskin
28-Jun-24,Website,Pembakaran sampah
1-Jul-24,Lapor.go.id,Pemasangan PDAM yang sangat lama
1-Jul-24,Lapor.go.id,"Warung berkaraoke setiap malam, hingga jam 2 pagi dan mengganggu warga setempat"
1-Jul-24,Lapor.go.id,Tanya pemekaran RT
1-Jul-24,Lapor.go.id,Aparat yg kurang tegas
1-Jul-24,Lapor.go.id,Pengaduan Gangguan Kebisingan
1-Jul-24,Lapor.go.id,TPS di area padat penduduk dan tempat usaha
1-Jul-24,Twitter,Permohonan BPJS PBI
2-Jul-24,Website,LPJU
2-Jul-24,Website,Tutup gorong gorong berlubang
2-Jul-24,Website,Sewa tanah kas desa
2-Jul-24,Instagram,Jalan godean berlubang
3-Jul-24,Website,Pembuangan sampah rumah tangga
3-Jul-24,Instagram,TPST Sendangsari
3-Jul-24,Instagram,Bis sumur berada di pinggir jalan
4-Jul-24,Instagram,Informasi magang
4-Jul-24,Instagram,Informasi wbsite perizinan
4-Jul-24,Instagram,Area skate park dibuat berdagang
4-Jul-24,Twitter,atap pasar tempel bocor
4-Jul-24,Lapor.go.id,Jukir
4-Jul-24,Instagram,KIS
4-Jul-24,Instagram,Sewa tanah kas desa
4-Jul-24,Instagram,Kersaku sembada
5-Jul-24,Lapor Sleman,Lampu Apill Tidak Berfungsi
5-Jul-24,Lapor Sleman,Merokok Di Lingkungan Ramah Anak
5-Jul-24,Instagram,LPJU mati
5-Jul-24,Instagram,Perbup KRB
5-Jul-24,Instagram,Panti wredha
6-Jul-24,Lapor Sleman,Lalu Lintas Rawan Kecelakaan Di Dusun Temon Pandowoharjo Sleman
6-Jul-24,Instagram,Informasi CPNS
6-Jul-24,Instagram,Informasi pilkada
7-Jul-24,Instagram,Informasi CPNS
7-Jul-24,Lapor Sleman,Limbah
8-Jul-24,Lapor Sleman,Jalan Ambles Di Perempatan Pelemsari Jalan Opak Raya
8-Jul-24,Website,Permohonan bus sekolah
8-Jul-24,Instagram,Informasi magang
8-Jul-24,Website,Free wifi sleman
8-Jul-24,Lapor Sleman,Lampu Pju Mati
8-Jul-24,Lapor Sleman,LAPORAN TPS ILEGAL TERSELESAIKAN PADAHAL BELUM
9-Jul-24,Instagram,Gangguan kenyamanan dari acara voli se sleman
9-Jul-24,Lapor Sleman,SAMPAH BERTUMPUK
9-Jul-24,Instagram,Update progres jalan berbah kalasan
9-Jul-24,Instagram,Informasi akun dukcapil
9-Jul-24,Instagram,Desain stadion maguwoharjo
10-Jul-24,Instagram,Penggilingan split mengganggu kenyamanan
11-Jul-24,Website,TPST Sendangsari
11-Jul-24,Lapor Sleman,Rusunawa Jongke Bakar Sampah Tiap Hari
11-Jul-24,Lapor Sleman,Kenyamanan
11-Jul-24,Lapor Sleman,Padatnya Lalu Lintas Karena Banyak Truk Pembawa Tanahbatu
12-Jul-24,Lapor Sleman,Prosedur Pengurusan Kehilangan KTP
12-Jul-24,Lapor Sleman,ODGJ Meresahkan
12-Jul-24,Lapor.go.id,Tanya jumlah KK di RT 5 NGAGLIK SUMBERSARI
12-Jul-24,Lapor.go.id,Panduang setor sampah di TPST Sendangsari
14-Jul-24,Lapor Sleman,Lampu Jalan Mati
14-Jul-24,Instagram,Renovasi stadion maguwoharjo
14-Jul-24,Instagram,Lowongan kerja
14-Jul-24,Instagram,Kebersihan lapangan beran
15-Jul-24,Lapor.go.id,DIBENCI RT DAN TETANGGA
15-Jul-24,Lapor.go.id,Pertanyaan seragam sekolah
15-Jul-24,Lapor.go.id,Parkir liar
15-Jul-24,Twitter,penutupan jalan
15-Jul-24,Twitter,Jalan inspeksi selokan mataram
15-Jul-24,Twitter,LPJU jalan solo
15-Jul-24,Lapor Sleman,Penutupan Jalur Lambat
15-Jul-24,Website,Pembakaran sampah pasar tradisional gamping
15-Jul-24,Website,Aset sekolah yang dihapus
15-Jul-24,Website,Pelebaran jalan selokan mataram
16-Jul-24,Instagram,Bantuan anak sekolah
16-Jul-24,Lapor Sleman,Tutup Drainase Jebol
16-Jul-24,Lapor.go.id,Bantuan untuk Petani Salak Pondoh
17-Jul-24,Lapor Sleman,Saluran Air Berlobang Jl Kaliurang Km 17 Pasar Pakem Sleman
17-Jul-24,Lapor Sleman,Bau Akibat Ternak Bebek Didalam Desa
17-Jul-24,Lapor Sleman,Jl Berlubang Di Utara Simpang Monjali
17-Jul-24,Email,Jalan umum yg selalu banjir berbulan-bulan lamanya karena air Selokan mampet
18-Jul-24,Lapor Sleman,Bansos
18-Jul-24,Lapor.go.id,Dugaan penggelapan oleh oknum perangkat Kaluraan Minomartani Sleman DIY
18-Jul-24,Instagram,Jalan berlubang
18-Jul-24,Lapor Sleman,Pembakaran sampah
18-Jul-24,Lapor Sleman,Penghapusan aset sekolah
19-Jul-24,Lapor.go.id,Marka Jalan
19-Jul-24,Instagram,Pembakaran Sampah
19-Jul-24,Instagram,Tempat sampah di lapangan denggung
19-Jul-24,Lapor.go.id,Pembakaran Sampah di Pasar Tradisional Gamping
20-Jul-24,Lapor Sleman,Imbas Pembangunan Proyek Tol Jogja- Bawen
20-Jul-24,Lapor Sleman,Proyek Jalan Tol
21-Jul-24,Lapor Sleman,Trotoar Dan Jalan Dipakai Pedagang Di Sekitar Lapangan Pemda Sleman
21-Jul-24,Twitter,Reklame copot
22-Jul-24,Instagram,Taman Denggung
22-Jul-24,Lapor Sleman,LAMPU PJU MATI JALUR LAWAN LAKA
23-Jul-24,Website,Jalan Kabupaten
23-Jul-24,Lapor.go.id,Lampu hati hati
23-Jul-24,Lapor Sleman,Jalan Berlobang
23-Jul-24,Lapor Sleman,Penutupan jalan oleh kalurahan
23-Jul-24,Lapor Sleman,trotoar untuk berjualan
23-Jul-24,Instagram,LPJU mati
24-Jul-24,Lapor Sleman,PErmohonan surat keterangan domisili usaha
24-Jul-24,Twitter,Penutup drainase hilang
24-Jul-24,Facebook Grup ICJ,Penutup drainase jalan gito gati hilang
25-Jul-24,Lapor Sleman,Permohonan Jembatan Penyebrangan Orang
25-Jul-24,Instagram,Kabel internet jatuh ke jalan
25-Jul-24,Instagram,PKL
25-Jul-24,Lapor Sleman,Lapangan Ganjuran
25-Jul-24,Lapor Sleman,Sarana & Prasaan SMAN 1 Gamping
27-Jul-24,Instagram,Gangguan kenyamanan polusi suara
27-Jul-24,Twitter,Pembuangan sampah ilegal
27-Jul-24,Lapor Sleman,Sampah
27-Jul-24,Lapor Sleman,Ada Pengemis Disabilitas
27-Jul-24,Website,Gangguan kenyamanan polusi suara
28-Jul-24,Website,Penjual miras
28-Jul-24,Lapor Sleman,Kenyamanan Kabel Melintang Depan Rumah
28-Jul-24,Twitter,Jalan rusak
28-Jul-24,Instagram,Lowongan Pekerjaan
29-Jul-24,Twitter,Jalan sedogan rusak
29-Jul-24,Lapor Sleman,Gangguan Bau Dari Peternakan Ayam Tak Berizin
29-Jul-24,Website,Polusi udara dari peternakan ayam
30-Jul-24,Lapor Sleman,Bakar Sampah
30-Jul-24,Lapor.go.id,Tentang tanah tukar guling
30-Jul-24,Lapor.go.id,Renovasi
30-Jul-24,Lapor.go.id,Harga Buku Paket Dan LKS Yang Mahal Kls 4
30-Jul-24,Lapor.go.id,Lanjutan pertanyaan jukir
30-Jul-24,Twitter,Jalan sedogan kurang penerangan
30-Jul-24,Instagram,Bukit Intrusi Godean
30-Jul-24,Lapor Sleman,Air Comberan Rusunawa Jongke Mbludak
30-Jul-24,Lapor Sleman,Polusi suara dari lomba agustusan
30-Jul-24,Lapor Sleman,Kabel Gelantung Di Depan Joglo Rejondani
31-Jul-24,Lapor Sleman,Kabel Gelantung Di Depan Joglo Rejondani
31-Jul-24,Lapor.go.id,Tempat wisata terbengkalai
31-Jul-24,Instagram,Toko miras ilegal
31-Jul-24,Instagram,Perbaikan jembatan
31-Jul-24,Lapor Sleman,Sampah Liar
31-Jul-24,Website,Gangguan kenyamanan dari truk ugal ugalan
1-Aug-24,Twitter,Reklame ilegal
1-Aug-24,Lapor Sleman,Pungutan K2MI
1-Aug-24,Website,Informasi penyambungan IPAL
1-Aug-24,Website,Free WIFI Sleman
2-Aug-24,Email,Surat rekomendasi tenaga kesehatan haji
2-Aug-24,Lapor Sleman,Banyak Terjadi Kecelakaan
2-Aug-24,Website,Permohonan kartu rentan miskin
2-Aug-24,Website,Permohonan LPJU
2-Aug-24,Instagram,Penjual miras ilegal
3-Aug-24,Instagram,Jalan rusak
4-Aug-24,Website,Permohonan bantuan untuk anak difabel
5-Aug-24,Twitter,Kabel jatuh ke jalan
5-Aug-24,Instagram,Jalan berlubang
5-Aug-24,Twitter,CCTV mati
6-Aug-24,Lapor Sleman,Jalan Berlobang Di Jalan Opak Raya Timur Dusun Gendukan
6-Aug-24,Lapor Sleman,Lampu PJU Paingan Padam
6-Aug-24,Lapor Sleman,Embung Tambakboyo
7-Aug-24,Lapor Sleman,Lampu Jalan Damai Mati Membahayakan Pejalan Kaki
7-Aug-24,Twitter,Jembatan rusak
7-Aug-24,Lapor Sleman,"Berharap Adanya Relawan Untuk Memberikan Pendidikan Terapan Kepada Warga Di Karangmloko,sariharjo, Ngaglik"
7-Aug-24,Website,Limbah rumah pemotongan hewan
9-Aug-24,Lapor.go.id,"Mohon tindakan, ada pembangunan melanggar aturan di Sleman"
9-Aug-24,Lapor Sleman,Mohon Jangan Diperlakukan Layaknya Kriminil
9-Aug-24,Lapor Sleman,Pencarian Seseroang
9-Aug-24,Instagram,Sekolah dasar rusak
10-Aug-24,Website,Pembakaran sampah pasar sleman
11-Aug-24,Website,Pembuatan KTP baru
11-Aug-24,Instagram,Syarat Pembuatan KTP
12-Aug-24,Website,Free WIFI Sleman
12-Aug-24,Lapor Sleman,Bau Kotoran Sapi
12-Aug-24,Instagram,Verifikator PBG
12-Aug-24,Instagram,Kabel LPJU turun
12-Aug-24,Instagram,Jalan rusak akibat truk urug tol
13-Aug-24,Instagram,Jembatan padasan rusak
13-Aug-24,Instagram,domain slemankab untuk promosi judi online
13-Aug-24,Lapor Sleman,Membakar Sampah Sembarangan
14-Aug-24,Instagram,Gangguan dari iring iringan motor
14-Aug-24,Instagram,domain slemankab untuk promosi judi online
14-Aug-24,Twitter,pengeringan tanah
